user_id,sessions,last_login_days,revenue,country,churn
277,94,61,2731,Dominican Republic,1
278,88,26,376,Denmark,0
279,100,38,1958,Lao People's Democratic Republic,0
280,87,20,100,Guyana,0
281,71,21,3613,Andorra,0
282,30,86,3708,Aruba,1
283,85,73,528,United Kingdom,1
284,43,67,151,Niue,1
285,87,52,1570,Gabon,1
286,19,40,2326,Grenada,0
287,28,7,1013,Panama,0
288,6,2,4221,Moldova,0
289,57,87,4779,Anguilla,1
290,64,27,1606,Turkey,0
291,9,29,3567,Morocco,0
292,16,49,59,Canada,1
293,26,13,4368,Macao,0
294,12,36,4728,Brunei Darussalam,0
295,72,25,3372,Norfolk Island,0
296,29,30,2224,Ghana,0
297,51,70,3377,Honduras,1
298,57,79,270,Thailand,1
299,39,11,2000,Costa Rica,0
300,47,40,4615,Madagascar,0
301,61,46,147,Guatemala,1
302,31,24,4710,Korea,0
303,39,15,4755,Sri Lanka,0
304,71,72,4728,Latvia,1
305,78,53,399,Cambodia,1
306,49,2,1113,Colombia,0
307,17,8,3012,Ukraine,0
308,25,47,4027,Myanmar,1
309,50,80,1938,Yemen,1
310,67,4,2594,Zambia,0
311,14,20,1033,Niue,0
312,59,4,4513,Guinea,0
313,98,17,3084,Belgium,0
314,22,17,1570,United States Virgin Islands,0
315,27,84,785,Svalbard & Jan Mayen Islands,1
316,15,60,300,Grenada,1
317,81,3,3334,Afghanistan,0
318,5,44,4794,Monaco,0
319,87,15,224,Isle of Man,0
320,26,77,3632,Western Sahara,1
321,48,29,1264,Saint Kitts and Nevis,0
322,34,83,1489,Korea,1
323,27,66,3812,Austria,1
324,20,51,56,Tokelau,1
325,41,54,3597,Hong Kong,1
326,74,12,789,Djibouti,0
327,47,79,4795,Saudi Arabia,1
328,63,70,801,Somalia,1
329,11,6,3476,Benin,0
330,57,84,957,Malaysia,1
331,50,78,3245,Namibia,1
332,60,65,4743,Macao,1
333,3,12,1378,Czech Republic,0
334,70,58,1583,Nicaragua,1
335,72,64,2923,El Salvador,1
336,90,61,3438,Andorra,1
337,16,27,4580,Zimbabwe,0
338,35,70,1297,United States Minor Outlying Islands,1
339,16,83,4076,Turkey,1
340,3,52,4696,Bhutan,1
341,20,20,3951,Bangladesh,0
342,5,43,4916,American Samoa,0
343,79,25,2575,Saint Kitts and Nevis,0
344,81,43,538,Finland,0
345,56,70,2576,Comoros,1
346,16,90,4497,South Africa,1
347,77,78,2521,Germany,1
348,39,79,2727,Denmark,1
349,2,25,2015,India,0
350,21,41,4106,Papua New Guinea,0
351,55,25,1063,Myanmar,0
352,28,57,1744,Azerbaijan,1
353,39,51,744,Holy See (Vatican City State),1
354,100,6,3794,Nicaragua,0
355,65,8,4074,France,0
356,31,36,3325,Mauritania,0
357,94,46,1952,British Indian Ocean Territory (Chagos Archipelago),1
358,89,87,2809,Tunisia,1
359,51,1,3039,Malta,0
360,86,77,3581,Congo,1
361,64,66,4503,Zambia,1
362,37,29,158,Swaziland,0
363,63,81,3469,Falkland Islands (Malvinas),1
364,71,3,432,Congo,0
365,53,67,4329,Rwanda,1
366,78,65,3993,Germany,1
367,46,22,1043,Denmark,0
368,97,4,926,Burundi,0
369,81,76,3870,Montenegro,1
370,57,64,602,Brunei Darussalam,1
371,30,62,3200,Uzbekistan,1
372,91,71,2711,Guernsey,1
373,69,13,3507,Mali,0
374,11,16,4354,Bosnia and Herzegovina,0
375,51,8,4624,Marshall Islands,0
376,13,55,1706,Qatar,1
377,81,20,1960,Germany,0
378,91,72,1446,Barbados,1
379,35,1,3609,Mali,0
380,73,1,3811,Iraq,0
381,64,85,1343,Saint Pierre and Miquelon,1
382,87,63,3505,Sao Tome and Principe,1
383,54,62,1127,Lebanon,1
384,98,35,636,Austria,0
385,62,44,4673,Hong Kong,0
386,32,18,2921,Germany,0
387,92,52,2546,Maldives,1
388,62,4,2709,Iran,0
389,74,7,4189,Kyrgyz Republic,0
390,86,85,2597,Angola,1
391,16,42,1117,Cote d'Ivoire,0
392,2,63,4064,Reunion,1
393,40,88,4228,Fiji,1
394,2,24,1506,Antarctica (the territory South of 60 deg S),0
395,6,16,3040,United Kingdom,0
396,71,31,686,Montenegro,0
397,51,89,2323,France,1
398,26,9,132,Mauritius,0
399,51,55,3975,Tonga,1
400,4,4,2935,Vietnam,0
401,23,84,3822,British Virgin Islands,1
402,49,55,4709,Spain,1
403,41,58,202,British Virgin Islands,1
404,36,2,2845,Tanzania,0
405,67,54,958,South Africa,1
406,52,68,1332,Turkmenistan,1
407,35,59,2331,Singapore,1
408,40,31,4437,Trinidad and Tobago,0
409,62,84,1130,Fiji,1
410,39,43,680,Iran,0
411,8,4,2852,Cote d'Ivoire,0
412,71,71,4389,Croatia,1
413,43,36,2320,Ukraine,0
414,2,10,3983,Nicaragua,0
415,24,69,3937,Malta,1
416,14,83,1919,Saint Barthelemy,1
417,22,67,1022,Ireland,1
418,66,78,4112,United Arab Emirates,1
419,17,13,4701,Faroe Islands,0
420,94,71,2790,Antarctica (the territory South of 60 deg S),1
421,2,27,4960,Taiwan,0
422,75,13,2837,Macao,0
423,82,21,2556,Serbia,0
424,39,13,4822,Ethiopia,0
425,51,31,1581,Botswana,0
426,71,10,1404,Tonga,0
427,48,84,1012,Portugal,1
428,10,24,2520,Micronesia,0
429,91,8,843,Belize,0
430,21,83,2289,Hong Kong,1
431,48,65,2758,Liechtenstein,1
432,66,81,4347,Mexico,1
433,28,38,619,Andorra,0
434,73,61,3310,Bouvet Island (Bouvetoya),1
435,73,57,3751,Monaco,1
436,81,53,1567,Belarus,1
437,15,87,204,Guinea-Bissau,1
438,48,43,598,Cuba,0
439,30,10,2395,Cyprus,0
440,79,50,2046,Zambia,1
441,85,88,836,Yemen,1
442,84,81,2992,Puerto Rico,1
443,46,18,1997,Bosnia and Herzegovina,0
444,4,5,4260,Venezuela,0
445,48,74,366,Moldova,1
446,35,4,4191,Azerbaijan,0
447,41,17,3692,Argentina,0
448,26,49,2641,Qatar,1
449,4,4,4834,Antarctica (the territory South of 60 deg S),0
450,97,77,3233,French Polynesia,1
451,33,21,4361,Kyrgyz Republic,0
452,74,67,4725,Afghanistan,1
453,42,15,613,Korea,0
454,1,59,4067,Greece,1
455,43,36,3957,Malta,0
456,91,60,1447,Niue,1
457,36,68,1655,United States Virgin Islands,1
458,17,4,4704,Italy,0
459,12,2,4128,Chad,0
460,60,29,4546,Paraguay,0
461,94,83,3514,Grenada,1
462,57,12,4295,Heard Island and McDonald Islands,0
463,95,70,4841,Finland,1
464,12,48,447,Tonga,1
465,13,81,4722,Norfolk Island,1
466,2,36,3847,Cook Islands,0
467,92,21,2834,Panama,0
468,38,48,2928,Nigeria,1
469,53,36,4948,Antarctica (the territory South of 60 deg S),0
470,97,55,478,Bangladesh,1
471,15,46,1904,Oman,1
472,46,58,4504,Grenada,1
473,17,63,2969,Congo,1
474,18,87,1646,Turkmenistan,1
475,11,35,2860,Belarus,0
476,82,42,810,Tonga,0
477,74,22,4217,Tajikistan,0
478,68,87,4488,Saint Kitts and Nevis,1
479,68,13,3257,Mexico,0
480,27,34,4549,Bahrain,0
481,78,45,2602,Cocos (Keeling) Islands,0
482,68,42,1630,Liechtenstein,0
483,41,59,2816,Northern Mariana Islands,1
484,16,18,1779,Malta,0
485,11,84,2506,Guernsey,1
486,33,53,3351,Malawi,1
487,23,24,4931,Denmark,0
488,92,22,175,Indonesia,0
489,100,9,533,Bahrain,0
490,75,87,240,Bahrain,1
491,17,26,4101,Ghana,0
492,80,36,3908,Malaysia,0
493,6,62,3626,Uruguay,1
494,17,82,836,Cameroon,1
495,75,36,3134,Pitcairn Islands,0
496,59,42,2791,Iraq,0
497,100,42,138,Qatar,0
498,68,58,2863,Malaysia,1
499,82,56,757,Namibia,1
500,30,1,78,British Indian Ocean Territory (Chagos Archipelago),0
501,64,6,4695,Estonia,0
502,50,52,981,Lao People's Democratic Republic,1
503,3,62,3500,Japan,1
504,40,55,3299,Samoa,1
505,62,29,4453,Lesotho,0
506,50,23,1470,Netherlands,0
507,39,20,2759,Nepal,0
508,17,52,4372,Cape Verde,1
509,45,81,4304,Canada,1
510,58,63,693,Gambia,1
511,7,19,775,Belize,0
512,90,5,1045,Bouvet Island (Bouvetoya),0
513,94,6,3389,Sweden,0
514,40,42,1274,Azerbaijan,0
515,15,27,1381,Senegal,0
516,13,73,3851,Cook Islands,1
517,48,13,3831,Montenegro,0
518,38,71,2790,Benin,1
519,70,18,1468,Equatorial Guinea,0
520,34,22,748,French Southern Territories,0
521,21,48,2164,Mongolia,1
522,22,52,2603,Korea,1
523,95,78,144,French Southern Territories,1
524,9,74,787,Sudan,1
525,51,18,1759,South Africa,0
526,90,7,2393,Colombia,0
527,19,15,483,Guinea,0
528,34,48,887,Japan,1
529,30,30,2321,Comoros,0
530,40,77,3839,Cuba,1
531,2,24,4935,Bosnia and Herzegovina,0
532,58,81,4338,Israel,1
533,59,16,4558,Croatia,0
534,97,42,3072,Portugal,0
535,55,41,3874,Uruguay,0
536,54,68,2693,Macao,1
537,89,29,1502,Cayman Islands,0
538,43,32,1220,Cocos (Keeling) Islands,0
539,74,51,3672,Bermuda,1
540,53,45,4203,Comoros,0
541,74,32,1076,Tonga,0
542,89,33,2175,France,0
543,91,46,3320,Norway,1
544,58,4,2940,Malta,0
545,39,16,4764,Venezuela,0
546,11,75,4353,San Marino,1
547,82,42,2681,Cayman Islands,0
548,22,61,838,Bolivia,1
549,55,43,2741,Bolivia,0
550,30,39,1642,Netherlands,0
551,24,21,2907,Greece,0
552,92,54,3915,Albania,1
553,16,5,3700,Ethiopia,0
554,94,60,3093,Montenegro,1
555,99,4,2237,Guadeloupe,0
556,6,57,1077,Martinique,1
557,11,35,1735,Tuvalu,0
558,62,55,4743,Saint Pierre and Miquelon,1
559,77,2,366,Finland,0
560,29,25,2208,United States Minor Outlying Islands,0
561,62,73,1136,Gambia,1
562,92,30,1892,Moldova,0
563,97,2,1146,Falkland Islands (Malvinas),0
564,98,59,4323,Peru,1
565,73,81,849,Eritrea,1
566,9,6,2885,Brazil,0
567,67,13,1549,Gabon,0
568,85,90,23,Montserrat,1
569,38,34,4836,Armenia,0
570,81,15,392,United Kingdom,0
571,54,9,3838,British Virgin Islands,0
572,85,79,98,Guernsey,1
573,68,72,1585,Mauritania,1
574,21,49,3968,Saint Martin,1
575,38,31,4307,Dominica,0
576,61,65,3035,Svalbard & Jan Mayen Islands,1
577,66,72,1312,Suriname,1
578,14,38,2097,Guam,0
579,1,78,1484,Greece,1
580,51,54,316,Mozambique,1
581,58,77,3332,Saint Barthelemy,1
582,1,86,2289,Guernsey,1
583,82,34,1541,Latvia,0
584,71,20,2229,Saint Kitts and Nevis,0
585,1,86,4523,Nigeria,1
586,89,2,754,New Zealand,0
587,42,68,3235,Iran,1
588,100,1,4478,Yemen,0
589,48,37,158,Faroe Islands,0
590,86,31,1832,Indonesia,0
591,55,36,24,Korea,0
592,8,8,182,Wallis and Futuna,0
593,94,43,3789,Australia,0
594,79,27,1364,Saint Vincent and the Grenadines,0
595,42,87,68,Cyprus,1
596,49,8,129,Estonia,0
597,95,78,4997,Burkina Faso,1
598,74,23,4056,Angola,0
599,60,71,2316,Libyan Arab Jamahiriya,1
600,8,27,485,Namibia,0
601,75,28,831,Turkmenistan,0
602,15,50,299,Guinea-Bissau,1
603,61,86,3030,Senegal,1
604,67,12,500,Eritrea,0
605,61,30,4352,Ghana,0
606,91,30,2423,New Zealand,0
607,90,59,1725,Guyana,1
608,17,13,4729,Iraq,0
609,90,68,3043,Mongolia,1
610,43,67,3668,Cayman Islands,1
611,97,82,1063,Micronesia,1
612,52,41,4606,Senegal,0
613,64,81,1915,Slovakia (Slovak Republic),1
614,43,42,2756,Algeria,0
615,36,69,716,Faroe Islands,1
616,19,78,901,Ethiopia,1
617,33,70,28,Malaysia,1
618,43,35,204,Holy See (Vatican City State),0
619,78,41,4689,Zambia,0
620,67,83,2170,India,1
621,14,23,1530,Andorra,0
622,13,24,1095,Sierra Leone,0
623,4,3,2919,Cuba,0
624,42,49,657,Tokelau,1
625,37,14,371,Cape Verde,0
626,16,76,992,Switzerland,1
627,64,16,613,Netherlands,0
628,74,37,1816,Singapore,0
629,24,41,786,Japan,0
630,64,47,4507,Saint Helena,1
631,30,41,4693,Poland,0
632,43,65,3613,Vanuatu,1
633,83,23,1026,Niue,0
634,93,7,4058,Saint Kitts and Nevis,0
635,9,43,4118,Guernsey,0
636,44,14,3177,Barbados,0
637,76,72,3789,Georgia,1
638,81,58,2193,Mauritius,1
639,9,31,841,Bolivia,0
640,83,38,335,Guinea-Bissau,0
641,8,19,3440,Taiwan,0
642,27,45,2753,Tunisia,0
643,38,31,22,Kazakhstan,0
644,69,20,911,Zimbabwe,0
645,14,41,1305,Slovenia,0
646,82,50,4228,Fiji,1
647,56,65,3638,Tanzania,1
648,19,26,4632,United States Minor Outlying Islands,0
649,8,20,1372,Gabon,0
650,28,20,2989,Ghana,0
651,50,51,1788,Liberia,1
652,52,18,2255,Czech Republic,0
653,58,70,543,Suriname,1
654,75,3,2921,Armenia,0
655,93,29,1825,Zimbabwe,0
656,63,8,2268,Niue,0
657,48,43,2899,Nepal,0
658,85,14,3857,Angola,0
659,90,67,1692,British Indian Ocean Territory (Chagos Archipelago),1
660,47,40,1915,Gabon,0
661,3,32,4756,Australia,0
662,53,70,120,El Salvador,1
663,70,15,3631,Grenada,0
664,79,68,3844,Aruba,1
665,52,41,3710,Burkina Faso,0
666,36,14,1815,British Virgin Islands,0
667,3,30,4185,Estonia,0
668,20,34,3364,Faroe Islands,0
669,60,48,1010,Ecuador,1
670,69,46,37,Barbados,1
671,5,48,2947,Guadeloupe,1
672,77,53,1846,Myanmar,1
673,54,85,49,Syrian Arab Republic,1
674,1,47,29,Cambodia,1
675,32,11,4452,Mauritania,0
676,20,83,2262,Tajikistan,1
677,40,3,1287,Papua New Guinea,0
678,71,11,1141,South Africa,0
679,63,39,1796,Central African Republic,0
680,76,87,3768,Canada,1
681,68,63,4234,Andorra,1
682,16,21,4950,Costa Rica,0
683,49,63,4730,Montenegro,1
684,66,7,3693,Algeria,0
685,28,90,4867,Denmark,1
686,82,33,1576,Mongolia,0
687,35,81,3518,Cambodia,1
688,77,17,1207,Hungary,0
689,57,66,281,United States Minor Outlying Islands,1
690,91,57,3685,British Virgin Islands,1
691,96,68,3310,Algeria,1
692,49,60,1288,Cayman Islands,1
693,90,80,4892,Saint Lucia,1
694,74,28,2974,Ukraine,0
695,47,59,1197,New Caledonia,1
696,51,53,2923,Niger,1
697,43,40,3460,Jordan,0
698,40,45,715,Guam,0
699,17,57,4021,Jordan,1
700,9,83,1942,Slovenia,1
701,94,1,3426,Netherlands Antilles,0
702,31,20,1751,Poland,0
703,23,43,2828,Singapore,0
704,1,65,2413,Christmas Island,1
705,44,63,4056,Luxembourg,1
706,19,84,2080,Brunei Darussalam,1
707,20,28,2469,Niger,0
708,39,51,4780,Algeria,1
709,36,28,3106,Burundi,0
710,41,49,1507,Djibouti,1
711,40,80,382,Thailand,1
712,33,69,3768,Iraq,1
713,22,20,3306,Thailand,0
714,92,28,867,Iran,0
715,83,16,430,Antarctica (the territory South of 60 deg S),0
716,32,6,2200,Australia,0
717,61,47,4735,Taiwan,1
718,80,9,2601,Marshall Islands,0
719,58,24,4249,Somalia,0
720,40,62,4258,Samoa,1
721,72,77,2967,New Zealand,1
722,54,59,1623,Mexico,1
723,79,31,1109,Liechtenstein,0
724,99,17,3325,Sri Lanka,0
725,28,41,943,Moldova,0
726,7,42,4279,Vietnam,0
727,77,27,485,Dominican Republic,0
728,24,72,425,Christmas Island,1
729,37,67,3385,Sudan,1
730,50,90,3640,Cote d'Ivoire,1
731,99,73,3091,Honduras,1
732,70,84,3971,Mongolia,1
733,22,88,553,Seychelles,1
734,19,15,776,Israel,0
735,43,86,3062,United States Minor Outlying Islands,1
736,52,9,126,Swaziland,0
737,5,50,4411,Slovenia,1
738,73,6,1368,Andorra,0
739,66,67,1977,United Kingdom,1
740,77,89,4265,Ethiopia,1
741,21,89,3672,Cameroon,1
742,2,53,561,Bosnia and Herzegovina,1
743,93,64,581,Isle of Man,1
744,44,77,971,Romania,1
745,77,28,2498,Martinique,0
746,65,45,962,Palau,0
747,85,86,1719,United States of America,1
748,44,19,361,Congo,0
749,71,54,2696,Dominican Republic,1
750,75,58,3727,Bulgaria,1
751,28,33,2202,French Southern Territories,0
752,98,82,3889,Romania,1
753,97,22,4456,Japan,0
754,57,61,2890,Barbados,1
755,56,83,4461,Morocco,1
756,29,7,2200,United Arab Emirates,0
757,66,66,1247,Gibraltar,1
758,43,53,1959,Montenegro,1
759,34,88,3052,Indonesia,1
760,51,67,4580,Iceland,1
761,64,79,2747,Montenegro,1
762,45,4,2871,Mauritania,0
763,39,2,4017,Saint Lucia,0
764,38,5,1946,Comoros,0
765,6,28,3628,Algeria,0
766,9,29,1296,Maldives,0
767,14,23,630,China,0
768,46,83,4370,Egypt,1
769,74,46,2857,Cyprus,1
770,12,24,2463,Tokelau,0
771,17,50,1729,Hungary,1
772,11,17,3754,Pitcairn Islands,0
773,51,86,781,Saint Lucia,1
774,28,18,2252,Czech Republic,0
775,2,83,454,Romania,1
776,2,47,3158,Kenya,1
777,86,30,2143,Croatia,0
778,16,53,1480,Vietnam,1
779,97,33,4348,Costa Rica,0
780,55,25,2730,Cote d'Ivoire,0
781,95,30,105,Holy See (Vatican City State),0
782,51,24,2078,Faroe Islands,0
783,87,46,494,Taiwan,1
784,70,48,1901,Niger,1
785,71,86,3260,Finland,1
786,93,68,3848,American Samoa,1
787,52,79,2550,Ireland,1
788,21,74,2569,Cook Islands,1
789,17,46,3840,Liechtenstein,1
790,89,87,4891,Serbia,1
791,52,17,4474,Uganda,0
792,8,56,2965,Algeria,1
793,14,65,1462,Burundi,1
794,3,7,913,Lithuania,0
795,6,1,985,Albania,0
796,39,41,641,Korea,0
797,30,85,2566,Mongolia,1
798,2,25,1958,Venezuela,0
799,63,88,4334,Belarus,1
800,24,13,2427,Lebanon,0
801,87,18,509,Bangladesh,0
802,35,29,513,Indonesia,0
803,8,5,1533,Turks and Caicos Islands,0
804,24,78,3018,Belize,1
805,10,23,2954,Greece,0
